,daysOnMovoto,listDate,listingAgent,listPrice,lotSize,sqftTotal,mlsNumber,bath,bed,officeListName,propertyType,yearBuilt,zipCode,path,status,houseRealStatus,createdAt,onMarketDateTime,priceRaw,geo.state,geo.city,geo.zipcode,geo.address
0,0,2021-05-02 00:00:00,Carlos Otazu,1150000,1750,1064,40948159,1,3,Bay Port Group Real Estate Inc.,SINGLE_FAMILY_HOUSE,1952,94110,san-francisco-ca/639-banks-st-san-francisco-ca-94110/pid_psjzoad48g/for-sale/,Active,ACTIVE,2021-05-02 23:26:22,2021-05-02 00:00:00,1150000,CA,San Francisco,94110,639 Banks St
1,0,2021-05-02 13:45:06,Robert Pedro,1850000,2500,2592,ML81841885,4,5,Signature Realty & Mortgage,SINGLE_FAMILY_HOUSE,1906,94110,san-francisco-ca/459-461-potrero-ave-san-francisco-ca-94110-100_ml81840168/for-sale/,Active,ACTIVE,2021-05-02 20:47:28,2021-05-02 13:45:06,1850000,CA,San Francisco,94110,459 461 Potrero Ave
4,0,2021-04-12 00:00:00,Kevin Ho,699000,0,0,421534716,1,1,Vanguard Properties,CONDO,1965,94107,san-francisco-ca/875-vermont-st-204-san-francisco-ca-94107-110_409661/for-sale/,Active,ACTIVE,2021-05-02 07:21:14,2021-04-12 00:00:00,699000,CA,San Francisco,94107,875 Vermont St #204
5,0,2021-04-22 00:00:00,Amanda Jones,3800000,2187,2735,421541582,3,3,Compass,CONDO,2019,94123,san-francisco-ca/2922-franklin-st-san-francisco-ca-94123-110_502558/for-sale/,Active,ACTIVE,2021-05-02 07:21:14,2021-04-22 00:00:00,3800000,CA,San Francisco,94123,2922 Franklin St
7,0,2021-05-01 00:00:00,Deborah Nguyen,1395000,3371,1868,421544595,2,3,Compass,SINGLE_FAMILY_HOUSE,1956,94131,san-francisco-ca/187-skyview-way-san-francisco-ca-94131/pid_tmbyoad48g/for-sale/,Active,ACTIVE,2021-05-02 04:01:19,2021-05-01 00:00:00,1395000,CA,San Francisco,94131,187 Skyview Way
9,1,2021-04-29 00:00:00,Eva Stoyanov,1899000,2375,2533,421543168,3,3,Compass SF,SINGLE_FAMILY_HOUSE,1913,94122,san-francisco-ca/1286-26th-ave-san-francisco-ca-94122/pid_b3kxoad48g/for-sale/,Active,ACTIVE,2021-05-01 21:26:13,2021-04-29 00:00:00,1899000,CA,San Francisco,94122,1286 26th Ave
10,1,2021-03-26 00:00:00,Farah Abed,1395000,1920,2394,421543567,1,3,Vanguard Properties,MULTI_FAMILY,1907,94110,san-francisco-ca/1270-hampshire-st-apt-3-san-francisco-ca-94110-110_421543567/for-sale/,Active,ACTIVE,2021-05-01 20:46:28,2021-03-26 00:00:00,1395000,CA,San Francisco,94110,1270 Hampshire St #3
11,1,2021-05-01 00:00:00,Ksenia Jury,949000,38571,722,421544549,1,1,Skybox Realty,CONDO,2004,94105,san-francisco-ca/355-1st-st-s2103-san-francisco-ca-94105/pid_b5vyoad48g/for-sale/,Active,ACTIVE,2021-05-01 20:41:31,2021-05-01 00:00:00,949000,CA,San Francisco,94105,355 1st St #S2103
13,1,2021-04-30 00:00:00,Tim Hawko,718000,15336,1474,421543028,2,3,Park North Real Estate,CONDO,1975,94132,san-francisco-ca/109-s-lake-merced-hls-2b-san-francisco-ca-94132/pid_ese0oad48g/for-sale/,Active,ACTIVE,2021-05-01 19:11:29,2021-04-30 00:00:00,718000,CA,San Francisco,94132,109 S Lake Merced Hls #2B
14,1,2021-05-01 00:00:00,Fang Liu,4498800,2027,3645,421543906,5,4,Century 21 Realty Alliance Fine Homes and Estates,SINGLE_FAMILY_HOUSE,2014,94131,san-francisco-ca/1710-diamond-st-san-francisco-ca-94131-110_420964/for-sale/,Active,ACTIVE,2021-05-01 18:36:26,2021-05-01 00:00:00,4498800,CA,San Francisco,94131,1710 Diamond St
15,1,2021-03-01 00:00:00,Betsy Linder,2300000,6428,1850,421542530,2,2,Compass,CONDO,1913,94118,san-francisco-ca/3233-jackson-st-3-san-francisco-ca-94118/pid_yuzwoad48g/for-sale/,Active,ACTIVE,2021-05-01 17:56:31,2021-03-01 00:00:00,2300000,CA,San Francisco,94118,3233 Jackson St #3
16,1,2021-05-01 09:28:28,James Enes,1389000,2474,1267,ML81841792,2,2,Redfin,CONDO,2012,94110,san-francisco-ca/1268-dolores-st-apt-1268-san-francisco-ca-94110-100_ml81841792/for-sale/,Active,ACTIVE,2021-05-01 16:32:29,2021-05-01 09:28:28,1389000,CA,San Francisco,94110,1268 Dolores St #1268
17,1,2021-04-17 00:00:00,Joanna Rose,849000,15336,1247,421544323,2,2,Redfin,CONDO,1975,94132,san-francisco-ca/109-s-lake-merced-hls-3c-san-francisco-ca-94132/pid_sse0oad48g/for-sale/,Active,ACTIVE,2021-05-01 15:31:30,2021-04-17 00:00:00,849000,CA,San Francisco,94132,109 S Lake Merced Hls #3C
18,1,2021-05-01 00:00:00,Brandon Chen,995000,2006,1394,421544423,2,3,Compass,SINGLE_FAMILY_HOUSE,1999,94124,san-francisco-ca/89-bitting-ave-san-francisco-ca-94124-100_80518117/for-sale/,Active,ACTIVE,2021-05-01 15:26:15,2021-05-01 00:00:00,995000,CA,San Francisco,94124,89 Bitting Ave
20,1,2021-04-30 00:00:00,Rick Avery,2250000,3000,2311,421544337,3,4,Compass,SINGLE_FAMILY_HOUSE,1906,94121,san-francisco-ca/319-22nd-ave-san-francisco-ca-94121/pid_nicxoad48g/for-sale/,Active,ACTIVE,2021-05-01 14:53:19,2021-04-30 00:00:00,2250000,CA,San Francisco,94121,319 22nd Ave
21,1,2021-03-31 00:00:00,Pamela Culp,1095000,6851,1125,421544431,1,2,Compass,CONDO,1905,94115,san-francisco-ca/2919-pacific-ave-2-san-francisco-ca-94115/pid_lxzwoad48g/for-sale/,Active,ACTIVE,2021-05-01 07:36:09,2021-03-31 00:00:00,1095000,CA,San Francisco,94115,2919 Pacific Ave #2
22,1,2021-04-21 00:00:00,Komendi Kosasih,1050000,63237,981,421540757,2,2,Ground Matrix,CONDO,2006,94107,san-francisco-ca/555-4th-st-703-san-francisco-ca-94107/pid_5lzyoad48g/for-sale/,Active,ACTIVE,2021-05-01 07:21:19,2021-04-21 00:00:00,1050000,CA,San Francisco,94107,555 4th St #703
23,1,2021-03-04 00:00:00,Pier Charter,1965000,2500,0,421540035,2,4,Park North Real Estate,SINGLE_FAMILY_HOUSE,1908,94122,san-francisco-ca/1244-16th-ave-san-francisco-ca-94122/pid_s0lxoad48g/for-sale/,Active,ACTIVE,2021-05-01 07:21:18,2021-03-04 00:00:00,1965000,CA,San Francisco,94122,1244 16th Ave
24,1,2020-02-19 00:00:00,Joe Moore,1550000,0,2675,497836,2,2,Sotheby's International Realty,CONDO,1998,94103,san-francisco-ca/719-clementina-st-1-san-francisco-ca-94103/pid_6fuyoad48g/for-sale/,Active,ACTIVE,2021-05-01 02:46:25,2020-02-19 00:00:00,1550000,CA,San Francisco,94103,719 Clementina St #1
25,2,2021-04-29 00:00:00,Janice Lee,949500,5425,1314,421544111,2,2,Coldwell Banker Realty,CONDO,2014,94124,san-francisco-ca/4132-3rd-st-5-san-francisco-ca-94124-110_429313/for-sale/,Active,ACTIVE,2021-05-01 02:41:17,2021-04-29 00:00:00,949500,CA,San Francisco,94124,4132 3rd St #5
26,2,2021-04-30 19:33:29,Patrick Lam,1595000,3219,2092,ML81841733,2,4,Century 21 Real Estate Alliance,SINGLE_FAMILY_HOUSE,1951,94132,san-francisco-ca/140-everglade-dr-san-francisco-ca-94132/pid_80d0oad48g/for-sale/,Active,ACTIVE,2021-05-01 02:37:28,2021-04-30 19:33:29,1595000,CA,San Francisco,94132,140 Everglade Dr
27,2,2021-04-30 18:08:38,Patrick Lam,899000,1690,1121,ML81841716,1,3,Century 21 Real Estate Alliance,SINGLE_FAMILY_HOUSE,1951,94132,san-francisco-ca/114-shields-st-san-francisco-ca-94132/pid_ab7zoad48g/for-sale/,Active,ACTIVE,2021-05-01 01:27:33,2021-04-30 18:08:38,899000,CA,San Francisco,94132,114 Shields St
28,2,2021-04-30 00:00:00,Todd Wiley,2500000,0,0,421544291,1,3,Compass,CONDO,1910,94114,san-francisco-ca/210-dorland-st-san-francisco-ca-94114-110_421544291/for-sale/,Active,ACTIVE,2021-05-01 00:06:20,2021-04-30 00:00:00,2500000,CA,San Francisco,94114,210 Dorland St
29,2,2021-04-29 00:00:00,Natalie Kitchen,1495000,6676,1520,421542271,2,3,Compass,CONDO,2003,94117,san-francisco-ca/420-stanyan-st-8-san-francisco-ca-94117/pid_d84woad48g/for-sale/,Active,ACTIVE,2021-04-30 22:36:40,2021-04-29 00:00:00,1495000,CA,San Francisco,94117,420 Stanyan St #8
30,2,2021-04-30 00:00:00,Todd Wiley,2000000,6333,0,421544217,2,2,Compass,CONDO,1910,94114,san-francisco-ca/208-dorland-st-san-francisco-ca-94114-110_421544217/for-sale/,Active,ACTIVE,2021-04-30 22:31:34,2021-04-30 00:00:00,2000000,CA,San Francisco,94114,208 Dorland St
31,2,2021-04-30 00:00:00,Jonathan Britton,2250000,3000,3384,421544219,3,6,"Britton & Company, W.J.",MULTI_FAMILY,1961,94122,san-francisco-ca/1380-la-playa-st-apt-4-san-francisco-ca-94122-110_421544219/for-sale/,Active,ACTIVE,2021-04-30 22:16:42,2021-04-30 00:00:00,2250000,CA,San Francisco,94122,1380 La Playa St #4
32,2,2021-01-20 00:00:00,Michael Murphy,1698000,11987,1776,421544194,3,3,Compass SF,CONDO,1984,94133,san-francisco-ca/950-columbus-ave-17-san-francisco-ca-94133-100_81302098/for-sale/,Active,ACTIVE,2021-04-30 22:16:42,2021-01-20 00:00:00,1698000,CA,San Francisco,94133,950 Columbus Ave #17
33,2,2021-02-24 00:00:00,Tania Toubba,5495000,6320,5945,421542434,2,9,Sotheby's International Realty,MULTI_FAMILY,1915,94109,san-francisco-ca/1136-union-st-apt-4-san-francisco-ca-94109-110_421542434/for-sale/,Active,ACTIVE,2021-04-30 21:16:37,2021-02-24 00:00:00,5495000,CA,San Francisco,94109,1136 Union St #4
34,2,2021-04-30 00:00:00,Marsha Williams,980000,25662,746,421544066,1,1,Corcoran Global Living,CONDO,2014,94109,san-francisco-ca/1788-clay-st-205-san-francisco-ca-94109-110_410371/for-sale/,Active,ACTIVE,2021-04-30 19:51:46,2021-04-30 00:00:00,980000,CA,San Francisco,94109,1788 Clay St #205
35,2,2021-04-30 00:00:00,John P Lee,1650000,2700,2178,40947915,3,4,"MRL Group, Inc.",SINGLE_FAMILY_HOUSE,1998,94112,san-francisco-ca/850-brunswick-street-c-san-francisco-ca-94112-100_ml81586302/for-sale/,Active,ACTIVE,2021-04-30 19:31:48,2021-04-30 00:00:00,1650000,CA,San Francisco,94112,850 Brunswick St # -c
37,2,2021-03-30 00:00:00,Jessica Branson,1050000,15611,1294,421542743,2,1,Compass,CONDO,2003,94110,san-francisco-ca/3375-17th-st-308-san-francisco-ca-94110/pid_71oyoad48g/for-sale/,Active,ACTIVE,2021-04-30 18:46:45,2021-03-30 00:00:00,1050000,CA,San Francisco,94110,3375 17th St #308
38,2,2021-02-26 00:00:00,Michael Minson,579000,2980,800,421523744,1,2,Keller Williams San Francisco,CONDO,1910,94131,san-francisco-ca/67-mizpah-st-san-francisco-ca-94131-110_421523744/for-sale/,Active,ACTIVE,2021-04-30 18:41:28,2021-02-26 00:00:00,579000,CA,San Francisco,94131,67 Mizpah St
39,2,2021-04-26 00:00:00,Annette Liberty,2295000,3990,0,421544069,4,4,Coldwell Banker Realty,SINGLE_FAMILY_HOUSE,1962,94127,san-francisco-ca/621-teresita-san-francisco-ca-94127-12_11206862/for-sale/,Active,ACTIVE,2021-04-30 18:21:27,2021-04-26 00:00:00,2295000,CA,San Francisco,94127,621 Teresita
40,2,2021-03-19 00:00:00,Dan Dodd,1595000,4448,0,421542833,2,2,Inspire Real Estate,CONDO,1923,94123,san-francisco-ca/2250-green-st-4-san-francisco-ca-94123/pid_dxmwoad48g/for-sale/,Active,ACTIVE,2021-04-30 18:21:26,2021-03-19 00:00:00,1595000,CA,San Francisco,94123,2250 Green St #4
41,2,2021-04-30 00:00:00,Loring Aguillon-Racine,1928888,0,0,421543223,2,3,"JS Sullivan Sales and Marketing, Inc.",CONDO,2021,94102,san-francisco-ca/555-golden-gate-ave-apt-ph11-san-francisco-ca-94102-110_421543223/for-sale/,Active,ACTIVE,2021-04-30 17:51:47,2021-04-30 00:00:00,1928888,CA,San Francisco,94102,555 Golden Gate Ave #PH11
42,2,2021-04-30 00:00:00,Missy Wyant Smit,1895000,2848,1393,421543550,2,3,Compass,CONDO,2003,94117,san-francisco-ca/1480-fulton-st-3-san-francisco-ca-94117-110_412770/for-sale/,Active,ACTIVE,2021-04-30 17:51:46,2021-04-30 00:00:00,1895000,CA,San Francisco,94117,1480 Fulton St #3
43,2,2021-04-06 00:00:00,Cynthia Palmer,2750000,2286,3686,421544008,1,4,Vanguard Properties,MULTI_FAMILY,1900,94107,san-francisco-ca/804-22nd-st-apt-3-san-francisco-ca-94107-110_421544008/for-sale/,Active,ACTIVE,2021-04-30 17:46:32,2021-04-06 00:00:00,2750000,CA,San Francisco,94107,804 22nd St #3
44,2,2021-04-30 10:39:11,Tom Fanucchi,1195000,2997,1174,ML81841588,1,3,Compass,SINGLE_FAMILY_HOUSE,1955,94116,san-francisco-ca/2346-41st-ave-san-francisco-ca-94116/pid_z91xoad48g/for-sale/,Active,ACTIVE,2021-04-30 17:42:40,2021-04-30 10:39:11,1195000,CA,San Francisco,94116,2346 41st Ave
45,2,2021-04-29 00:00:00,Alexander Varum,2295000,3998,2518,421544027,3,4,Alex Varum Broker,SINGLE_FAMILY_HOUSE,1962,94131,san-francisco-ca/42-cameo-way-san-francisco-ca-94131-110_393404/for-sale/,Active,ACTIVE,2021-04-30 17:21:41,2021-04-29 00:00:00,2295000,CA,San Francisco,94131,42 Cameo Way
46,2,2021-03-03 00:00:00,Gillian Toboni,1475000,3000,2747,421542933,4,5,Compass,CONDO,2005,94122,san-francisco-ca/1835-19th-ave-apt-b-san-francisco-ca-94122-110_421542933/for-sale/,Active,ACTIVE,2021-04-30 17:21:40,2021-03-03 00:00:00,1475000,CA,San Francisco,94122,1835 19th Ave #B
47,2,2021-04-30 00:00:00,Jeffrey Salgado,1859000,4511,2394,421543166,3,5,Compass SF,SINGLE_FAMILY_HOUSE,1904,94107,san-francisco-ca/929-rhode-island-st-san-francisco-ca-94107/pid_yb4yoad48g/for-sale/,Active,ACTIVE,2021-04-30 16:01:47,2021-04-30 00:00:00,1859000,CA,San Francisco,94107,929 Rhode Island St
48,2,2021-02-25 00:00:00,Janet Schindler,5500000,3266,1823,421531283,3,2,Sotheby's International Realty,SINGLE_FAMILY_HOUSE,1870,94115,san-francisco-ca/2510-steiner-st-san-francisco-ca-94115/pid_hxowoad48g/for-sale/,Active,ACTIVE,2021-04-30 16:01:46,2021-02-25 00:00:00,5500000,CA,San Francisco,94115,2510 Steiner St
49,2,2021-03-02 00:00:00,William Kitchen,849000,3117,680,421543824,1,1,Compass,CONDO,1910,94110,san-francisco-ca/442-fair-oaks-st-san-francisco-ca-94110/pid_reyzoad48g/for-sale/,Active,ACTIVE,2021-04-30 15:56:17,2021-03-02 00:00:00,849000,CA,San Francisco,94110,442 Fair Oaks St
50,2,2021-04-13 00:00:00,Jonathan Deason,795000,3125,760,421543854,1,1,Vanguard Properties,CONDO,1905,94114,san-francisco-ca/41-landers-st-san-francisco-ca-94114-110_421543854/for-sale/,Active,ACTIVE,2021-04-30 15:51:48,2021-04-13 00:00:00,795000,CA,San Francisco,94114,41 Landers St
51,2,2021-04-02 00:00:00,Jean-Paul Samaha,1995000,3034,2100,421543734,3,4,Vanguard Properties,CONDO,1985,94114,san-francisco-ca/4547-18th-st-apt-b-san-francisco-ca-94114-110_421543734/for-sale/,Active,ACTIVE,2021-04-30 14:41:39,2021-04-02 00:00:00,1995000,CA,San Francisco,94114,4547 18th St #B
53,2,2021-02-11 00:00:00,Aaron Bellings,1495000,2495,1909,421537678,2,4,Compass,SINGLE_FAMILY_HOUSE,1900,94110,san-francisco-ca/166-highland-ave-san-francisco-ca-94110-110_482242/for-sale/,Active,ACTIVE,2021-04-30 07:26:14,2021-02-11 00:00:00,1495000,CA,San Francisco,94110,166 Highland Ave
54,2,2021-03-24 00:00:00,Kelly Quon Lutz,958000,10191,1968,421537320,3,4,Corcoran Global Living,CONDO,2013,94134,san-francisco-ca/109-seal-cove-ter-san-francisco-ca-94134/pid_z2y0oad48g/for-sale/,Active,ACTIVE,2021-04-30 07:26:12,2021-03-24 00:00:00,958000,CA,San Francisco,94134,109 Seal Cove Ter
55,2,2021-04-26 00:00:00,Annie Williams,7895000,4150,0,421528734,3,3,Sotheby's International Realty,CONDO,1909,94109,san-francisco-ca/2064-jackson-st-san-francisco-ca-94109-110_408794/for-sale/,Active,ACTIVE,2021-04-30 07:26:11,2021-04-26 00:00:00,7895000,CA,San Francisco,94109,2064 Jackson St
56,2,2021-04-29 00:00:00,Robert Mitchell,765000,4133,829,421543236,2,1,Corcoran Global Living,CONDO,1999,94107,san-francisco-ca/1025-17th-st-6-san-francisco-ca-94107/pid_2i2yoad48g/for-sale/,Active,ACTIVE,2021-04-30 07:26:10,2021-04-29 00:00:00,765000,CA,San Francisco,94107,1025 17th St #6
57,2,2021-04-30 00:00:00,Jeff Appenrodt,1095000,213232,1231,421543908,2,2,Laurel Realty & Investment,CONDO,2004,94107,san-francisco-ca/260-king-st-549-san-francisco-ca-94107/pid_qmg0oad48g/for-sale/,Active,ACTIVE,2021-04-30 07:26:09,2021-04-30 00:00:00,1095000,CA,San Francisco,94107,260 King St #549
58,2,2021-04-29 00:00:00,Gregory Goldstein,2800000,6059,2719,421543905,4,5,"California State Realty, Inc.",SINGLE_FAMILY_HOUSE,1942,94132,san-francisco-ca/35-broadmoor-dr-san-francisco-ca-94132/pid_l0c0oad48g/for-sale/,Active,ACTIVE,2021-04-30 06:56:12,2021-04-29 00:00:00,2800000,CA,San Francisco,94132,35 Broadmoor Dr
59,2,2021-04-28 00:00:00,Anthony Navarro,900000,3568,1575,421540756,2,3,Harper Real Estate,CONDO,1900,94110,san-francisco-ca/752-s-van-ness-ave-san-francisco-ca-94110/pid_skpyoad48g/for-sale/,Active,ACTIVE,2021-04-30 04:41:13,2021-04-28 00:00:00,900000,CA,San Francisco,94110,752 S Van Ness Ave
60,2,2021-04-13 00:00:00,Kevin Birmingham,2495000,3000,2648,421542357,4,4,Park North Real Estate,SINGLE_FAMILY_HOUSE,1925,94116,san-francisco-ca/2430-26th-ave-san-francisco-ca-94116/pid_n52xoad48g/for-sale/,Active,ACTIVE,2021-04-30 04:41:12,2021-04-13 00:00:00,2495000,CA,San Francisco,94116,2430 26th Ave
61,3,2021-04-29 00:00:00,Josh Rubin,1198000,2618,1085,ML81840856,1,2,Kerwin & Associates,SINGLE_FAMILY_HOUSE,1959,94127,san-francisco-ca/51-verna-st-san-francisco-ca-94127-110_418883/for-sale/,Active,ACTIVE,2021-04-30 00:47:29,2021-04-29 00:00:00,1198000,CA,San Francisco,94127,51 Verna St
62,3,2021-04-29 00:00:00,Trevor Leung,949000,35482,717,421543544,1,1,Compass,CONDO,2016,94109,san-francisco-ca/1688-pine-st-apt-w509-san-francisco-ca-94109-110_421543544/for-sale/,Active,ACTIVE,2021-04-29 23:36:23,2021-04-29 00:00:00,949000,CA,San Francisco,94109,1688 Pine St #W509
63,3,2021-04-29 00:00:00,James Shinbori,999000,0,771,421543367,1,1,Compass SF,CONDO,1929,94110,san-francisco-ca/1150-dolores-st-6-san-francisco-ca-94110/pid_xgyzoad48g/for-sale/,Active,ACTIVE,2021-04-29 23:31:30,2021-04-29 00:00:00,999000,CA,San Francisco,94110,1150 Dolores St #6
64,3,2021-04-29 00:00:00,John Montgomery,3495000,3000,3257,421543498,4,4,West Group Real Estate,SINGLE_FAMILY_HOUSE,1912,94121,san-francisco-ca/254-20th-ave-san-francisco-ca-94121/pid_q6axoad48g/for-sale/,Active,ACTIVE,2021-04-29 23:21:20,2021-04-29 00:00:00,3495000,CA,San Francisco,94121,254 20th Ave
66,3,2021-04-01 00:00:00,Olga Milan-Howells,979000,2848,0,421540865,1,2,Sotheby's International Realty,CONDO,1974,94131,san-francisco-ca/559-27th-st-apt-1-san-francisco-ca-94131-110_421540865/for-sale/,Active,ACTIVE,2021-04-29 22:36:29,2021-04-01 00:00:00,979000,CA,San Francisco,94131,559 27th St #1
67,3,2021-04-29 00:00:00,Donnie Garza,999999,2487,1352,421543641,2,4,Place One,SINGLE_FAMILY_HOUSE,1908,94112,san-francisco-ca/272-broad-st-san-francisco-ca-94112/pid_hpa0oad48g/for-sale/,Active,ACTIVE,2021-04-29 22:34:25,2021-04-29 00:00:00,999999,CA,San Francisco,94112,272 Broad St
68,3,2021-04-29 00:00:00,Cheryl Bower,695000,19533,564,421543682,1,1,Corcoran Global Living,CONDO,1965,94114,san-francisco-ca/4096-17th-st-301-san-francisco-ca-94114/pid_qr7xoad48g/for-sale/,Active,ACTIVE,2021-04-29 22:21:09,2021-04-29 00:00:00,695000,CA,San Francisco,94114,4096 17th St #301
69,3,2021-03-25 00:00:00,Calvin Kam,1298000,2758,1225,421540566,1,2,Compass,CONDO,1957,94110,san-francisco-ca/165-ripley-st-san-francisco-ca-94119-110_434191/for-sale/,Active,ACTIVE,2021-04-29 22:16:30,2021-03-25 00:00:00,1298000,CA,San Francisco,94110,165 Ripley St
70,3,2021-02-17 00:00:00,Michael Shaw,3695000,2495,3310,421543158,4,4,Vanguard Properties,SINGLE_FAMILY_HOUSE,2012,94131,san-francisco-ca/533-laidley-st-san-francisco-ca-94131-110_404376/for-sale/,Active,ACTIVE,2021-04-29 22:16:28,2021-02-17 00:00:00,3695000,CA,San Francisco,94131,533 Laidley St
71,3,2021-04-29 00:00:00,Tim Brown,1095000,2748,1380,421542363,2,3,Keller Williams San Francisco,CONDO,1919,94118,san-francisco-ca/707-15th-ave-san-francisco-ca-94118-110_421542363/for-sale/,Active,ACTIVE,2021-04-29 22:01:33,2021-04-29 00:00:00,1095000,CA,San Francisco,94118,707 15th Ave
72,3,2021-04-29 00:00:00,Kirk Leong,1395000,3000,1924,421542063,3,3,Coldwell Banker Realty,SINGLE_FAMILY_HOUSE,1915,94116,san-francisco-ca/2360-30th-ave-san-francisco-ca-94116/pid_fu1xoad48g/for-sale/,Active,ACTIVE,2021-04-29 20:46:39,2021-04-29 00:00:00,1395000,CA,San Francisco,94116,2360 30th Ave
73,3,2021-03-03 00:00:00,Marla Moresi-Valdes,5995000,6560,2546,421536020,4,3,Sotheby's International Realty,CONDO,1936,94133,san-francisco-ca/268-lombard-st-1-san-francisco-ca-94133-110_398972/for-sale/,Active,ACTIVE,2021-04-29 20:41:30,2021-03-03 00:00:00,5995000,CA,San Francisco,94133,268 Lombard St #1
74,3,2021-04-29 00:00:00,Cora Yu,1299000,3000,1500,40947677,1,2,Intero Real Estate Services,SINGLE_FAMILY_HOUSE,1938,94122,san-francisco-ca/1567-24th-ave-san-francisco-ca-94122/pid_8nqxoad48g/for-sale/,Active,ACTIVE,2021-04-29 20:21:50,2021-04-29 00:00:00,1299000,CA,San Francisco,94122,1567 24th Ave
75,3,2021-04-28 00:00:00,Nina Hatvany,3795000,3000,3480,421542274,5,5,Compass,SINGLE_FAMILY_HOUSE,1900,94118,san-francisco-ca/119-2nd-ave-san-francisco-ca-94118/pid_qh9woad48g/for-sale/,Active,ACTIVE,2021-04-29 20:11:44,2021-04-28 00:00:00,3795000,CA,San Francisco,94118,119 2nd Ave
77,3,2021-03-03 00:00:00,Marla Moresi-Valdes,999000,6560,832,421533155,1,1,Sotheby's International Realty,CONDO,1936,94133,san-francisco-ca/268-lombard-st-4-san-francisco-ca-94133/pid_id7voad48g/for-sale/,Active,ACTIVE,2021-04-29 20:01:33,2021-03-03 00:00:00,999000,CA,San Francisco,94133,268 Lombard St #4
78,3,2021-04-27 00:00:00,Bill M Johnson,1795000,2996,1804,421542376,3,3,Coldwell Banker Realty,SINGLE_FAMILY_HOUSE,1923,94121,san-francisco-ca/762-29th-ave-san-francisco-ca-94121/pid_shhxoad48g/for-sale/,Active,ACTIVE,2021-04-29 19:03:25,2021-04-27 00:00:00,1795000,CA,San Francisco,94121,762 29th Ave
79,3,2021-04-07 00:00:00,Crystal Injo,1949000,75406,1368,421543353,2,2,Compass,CONDO,2016,94105,san-francisco-ca/201-folsom-st-apt-21a-san-francisco-ca-94105-110_421543353/for-sale/,Active,ACTIVE,2021-04-29 18:36:20,2021-04-07 00:00:00,1949000,CA,San Francisco,94105,201 Folsom St #21A
80,3,2021-04-29 00:00:00,Ahern + Kalmbach,8995000,2495,0,421543517,6,4,Outpost Real Estate,MULTI_FAMILY,2020,94123,san-francisco-ca/2744-baker-st-san-francisco-ca-94123-101_421541677/for-sale/,Active,ACTIVE,2021-04-29 18:33:34,2021-04-29 00:00:00,8995000,CA,San Francisco,94123,2744 Baker St
81,3,2021-04-29 00:00:00,Derec Lacio,5065000,0,2159,421543516,3,3,"Related CA Residential Sales, Inc.",CONDO,2019,94105,san-francisco-ca/488-folsom-apt-4801-san-francisco-ca-94105-110_476546/for-sale/,Active,ACTIVE,2021-04-29 18:31:42,2021-04-29 00:00:00,5065000,CA,San Francisco,94105,488 Folsom #4801
82,3,2021-04-13 00:00:00,Rob Costabile,1078000,2973,1264,421542951,1,2,Keller Williams San Francisco,CONDO,1913,94109,san-francisco-ca/1342-broadway-san-francisco-ca-94109-110_429873/for-sale/,Active,ACTIVE,2021-04-29 18:31:41,2021-04-13 00:00:00,1078000,CA,San Francisco,94109,1342 Broadway
83,3,2021-03-16 00:00:00,Bryan Valenti,1249000,2495,2119,421542966,3,4,King Realty Group,SINGLE_FAMILY_HOUSE,1928,94112,san-francisco-ca/722-madrid-st-san-francisco-ca-94112/pid_y5tzoad48g/for-sale/,Active,ACTIVE,2021-04-29 18:31:41,2021-03-16 00:00:00,1249000,CA,San Francisco,94112,722 Madrid St
84,3,2021-04-12 00:00:00,Dale Boutiette,1149000,98109,0,421542919,2,2,Compass SF,CONDO,2002,94118,san-francisco-ca/2001-mcallister-st-321-san-francisco-ca-94118/pid_8t4woad48g/for-sale/,Active,ACTIVE,2021-04-29 18:11:17,2021-04-12 00:00:00,1149000,CA,San Francisco,94118,2001 Mcallister St #321
85,3,2021-02-15 00:00:00,Dale Boutiette,3250000,5540,2558,421539820,4,4,Compass SF,SINGLE_FAMILY_HOUSE,1900,94110,san-francisco-ca/2533-folsom-st-san-francisco-ca-94110-110_407808/for-sale/,Active,ACTIVE,2021-04-29 18:11:16,2021-02-15 00:00:00,3250000,CA,San Francisco,94110,2533 Folsom St
87,3,2021-04-24 00:00:00,Ronald Whitney,799000,7927,864,421542876,2,1,Corcoran Global Living,CONDO,2001,94107,san-francisco-ca/250-clara-st-15-san-francisco-ca-94107/pid_v3xyoad48g/for-sale/,Active,ACTIVE,2021-04-29 17:31:30,2021-04-24 00:00:00,799000,CA,San Francisco,94107,250 Clara St #15
89,3,2021-04-29 00:00:00,Loring Aguillon-Racine,919000,0,912,421543255,2,2,"JS Sullivan Sales and Marketing, Inc.",CONDO,2021,94102,san-francisco-ca/555-golden-gate-ave-apt-2h-san-francisco-ca-94102-110_421543255/for-sale/,Active,ACTIVE,2021-04-29 17:01:36,2021-04-29 00:00:00,919000,CA,San Francisco,94102,555 Golden Gate Ave #2H
