,daysOnMovoto,listDate,listingAgent,listPrice,lotSize,sqftTotal,mlsNumber,bath,bed,officeListName,propertyType,yearBuilt,zipCode,path,status,houseRealStatus,createdAt,onMarketDateTime,priceRaw,geo.state,geo.city,geo.zipcode,geo.address
934,93,2021-01-28 00:00:00,Alexander Mulder,1575000,0,1317,515161,2,2,Polaris Realty,CONDO,1900,94110,san-francisco-ca/2829-25th-st-apt-2-san-francisco-ca-94110-110_509777/for-sale/,Active,ACTIVE,2021-01-29 03:46:23,2021-01-28 00:00:00,1575000,CA,San Francisco,94110,2829 25th St #2
935,94,2021-01-28 00:00:00,Bernadette Troncales Weir,849000,0,1020,40935888,2,2,Catalina Realty Investments,CONDO,2018,94124,san-francisco-ca/10-innes-ct-apt-204-san-francisco-ca-94124-110_486010/for-sale/,Active,ACTIVE,2021-01-29 01:46:45,2021-01-28 00:00:00,849000,CA,San Francisco,94124,10 Innes Ct #204
936,94,2021-01-28 00:00:00,Bernadette Troncales Weir,899000,0,1080,40935840,2,2,Catalina Realty Investments,CONDO,2017,94124,san-francisco-ca/52-innes-ct-apt-201-san-francisco-ca-94124-110_488576/for-sale/,Active,ACTIVE,2021-01-28 21:01:47,2021-01-28 00:00:00,899000,CA,San Francisco,94124,52 Innes Ct #201
937,94,2021-01-28 00:00:00,Bernadette Troncales Weir,899000,0,1080,40935818,2,2,Catalina Realty Investments,CONDO,2017,94124,san-francisco-ca/51-innes-ct-apt-312-san-francisco-ca-94124-110_467363/for-sale/,Active,ACTIVE,2021-01-28 19:22:17,2021-01-28 00:00:00,899000,CA,San Francisco,94124,51 Innes Ct #312
938,94,2020-12-26 00:00:00,Rachel Swann,2995000,2178,4440,514173,3,10,Compass,MULTI_FAMILY,1900,94102,san-francisco-ca/533-oak-st-apt-3-san-francisco-ca-94102-110_514173/for-sale/,Active,ACTIVE,2021-01-28 16:36:36,2020-12-26 00:00:00,2995000,CA,San Francisco,94102,533 Oak St #3
939,94,2021-01-26 00:00:00,Michael Minson,1075000,0,1030,514458,2,2,Keller Williams San Francisco,CONDO,1905,94110,san-francisco-ca/3311-cesar-chavez-san-francisco-ca-94110-110_514458/for-sale/,Active,ACTIVE,2021-01-28 16:26:49,2021-01-26 00:00:00,1075000,CA,San Francisco,94110,3311 Cesar Chavez
940,94,2021-01-26 00:00:00,Michael Minson,1025000,0,985,514337,2,2,Keller Williams San Francisco,CONDO,1905,94110,san-francisco-ca/3307-cesar-chavez-apt-a-san-francisco-ca-94110-110_514337/for-sale/,Active,ACTIVE,2021-01-28 16:26:31,2021-01-26 00:00:00,1025000,CA,San Francisco,94110,3307 Cesar Chavez #A
942,95,2021-01-27 00:00:00,Trang Dunlap,775000,0,0,40935665,1,1,Intero Real Estate Services,CONDO,2018,94109,san-francisco-ca/1238-sutter-st-apt-801-san-francisco-ca-94109-110_474456/for-sale/,Active,ACTIVE,2021-01-27 12:01:19,2021-01-27 00:00:00,775000,CA,San Francisco,94109,1238 Sutter St #801
943,95,2020-11-02 00:00:00,Olivia Hsu Decker,4380000,0,1562,509409,2,2,Golden Gate Sotheby's International Realty,CONDO,2014,94123,san-francisco-ca/1501-filbert-st-apt-ph-7d-san-francisco-ca-94123-110_509409/for-sale/,Active,ACTIVE,2021-01-27 10:08:28,2020-11-02 00:00:00,4380000,CA,San Francisco,94123,1501 Filbert St #PH-7D
944,95,2021-01-10 00:00:00,John Jarris,1099000,0,1100,512016,1,2,The Sekai Group,CONDO,1906,94110,san-francisco-ca/224-lexington-st-san-francisco-ca-94110-110_505712/for-sale/,Active,ACTIVE,2021-01-27 10:08:27,2021-01-10 00:00:00,1099000,CA,San Francisco,94110,224 Lexington St
945,96,2021-01-26 00:00:00,John Montgomery,1949000,3825,1720,513576,2,1,West Group Real Estate,CONDO,1995,94107,san-francisco-ca/38-lusk-st-4-san-francisco-ca-94107/pid_4z0yoad48g/for-sale/,Active,ACTIVE,2021-01-26 23:26:22,2021-01-26 00:00:00,1949000,CA,San Francisco,94107,38 Lusk St #4
947,96,2021-01-01 00:00:00,Richard Kaluza,679000,0,565,512002,1,1,Compass,CONDO,1909,94104,san-francisco-ca/201-sansome-st-605-san-francisco-ca-94104-110_422744/for-sale/,Active,ACTIVE,2021-01-26 08:31:30,2021-01-01 00:00:00,679000,CA,San Francisco,94104,201 Sansome St #605
948,96,2021-01-25 00:00:00,Jorge Koon,1125000,0,0,512190,1,1,Prime Meridian Realty & Mortgage,CONDO,1984,94121,san-francisco-ca/340-25th-ave-apt-c-san-francisco-ca-94121-110_512190/for-sale/,Active,ACTIVE,2021-01-26 08:31:24,2021-01-25 00:00:00,1125000,CA,San Francisco,94121,340 25th Ave #C
949,96,2021-01-25 00:00:00,Jorge Koon,2950000,0,3242,512338,3,3,Prime Meridian Realty & Mortgage,CONDO,1984,94121,san-francisco-ca/340-25th-ave-apt-b-san-francisco-ca-94121-110_512338/for-sale/,Active,ACTIVE,2021-01-26 03:46:28,2021-01-25 00:00:00,2950000,CA,San Francisco,94121,340 25th Ave #B
950,97,2020-12-16 00:00:00,Jonathan Ng,899000,0,789,513724,1,1,Compass SF,CONDO,2009,94105,san-francisco-ca/301-mission-st-3d-san-francisco-ca-94105/pid_lgtyoad48g/for-sale/,Active,ACTIVE,2021-01-26 00:01:36,2020-12-16 00:00:00,899000,CA,San Francisco,94105,301 Mission St #3D
955,98,2021-01-24 00:00:00,Paul Hwang,1999000,76210,1323,513966,2,2,Skybox Realty,CONDO,2008,94105,san-francisco-ca/301-main-st-32f-san-francisco-ca-94105/pid_mfvyoad48g/for-sale/,Active,ACTIVE,2021-01-25 00:46:16,2021-01-24 00:00:00,1999000,CA,San Francisco,94105,301 Main St #32F
956,98,2021-01-23 00:00:00,Michael Freethy,3995000,3036,2893,513876,5,4,Compass,SINGLE_FAMILY_HOUSE,1903,94114,san-francisco-ca/4319-25th-st-san-francisco-ca-94114/pid_tryzoad48g/for-sale/,Active,ACTIVE,2021-01-24 03:16:13,2021-01-23 00:00:00,3995000,CA,San Francisco,94114,4319 25th St
958,99,2021-01-14 00:00:00,Donna Sullivan,948000,0,806,512207,1,1,Corcoran Global Living,CONDO,1909,94104,san-francisco-ca/201-sansome-st-604-san-francisco-ca-94104/pid_g7ewoad48g/for-sale/,Active,ACTIVE,2021-01-23 16:11:22,2021-01-14 00:00:00,948000,CA,San Francisco,94104,201 Sansome St #604
965,100,2021-01-19 00:00:00,Michael Broermann,525000,0,752,512593,1,2,Group MB,CONDO,2001,94107,san-francisco-ca/855-folsom-st-742-san-francisco-ca-94107-110_431823/for-sale/,Active,ACTIVE,2021-01-22 17:11:32,2021-01-19 00:00:00,525000,CA,San Francisco,94107,855 Folsom St #742
966,100,2021-01-22 00:00:00,Jorge Koon,2950000,0,0,512287,3,3,Prime Meridian Realty & Mortgage,CONDO,1984,94121,san-francisco-ca/340-25th-ave-apt-a-san-francisco-ca-94121-110_512287/for-sale/,Active,ACTIVE,2021-01-22 16:56:25,2021-01-22 00:00:00,2950000,CA,San Francisco,94121,340 25th Ave #A
967,100,2020-12-15 00:00:00,Brian Tran,875000,213232,903,513159,1,1,Compass SF,CONDO,2004,94107,san-francisco-ca/260-king-st-1415-san-francisco-ca-94107/pid_3kg0oad48g/for-sale/,Active,ACTIVE,2021-01-22 16:31:35,2020-12-15 00:00:00,875000,CA,San Francisco,94107,260 King St #1415
968,100,2021-01-12 00:00:00,Dee Saroni,1295000,1575,1890,512163,2,2,Sotheby's International Realty,MULTI_FAMILY,1938,94122,san-francisco-ca/1616-judah-st-apt-2-san-francisco-ca-94122-110_512163/for-sale/,Active,ACTIVE,2021-01-22 08:46:13,2021-01-12 00:00:00,1295000,CA,San Francisco,94122,1616 Judah St #2
969,100,2020-11-14 00:00:00,Linda Bettencourt,1025000,0,845,512379,1,1,Sotheby's International Realty,CONDO,2010,94105,san-francisco-ca/1-hawthorne-st-17d-san-francisco-ca-94105/pid_n6uyoad48g/for-sale/,Active,ACTIVE,2021-01-22 08:36:26,2020-11-14 00:00:00,1025000,CA,San Francisco,94105,1 Hawthorne St #17D
970,101,2021-01-21 00:00:00,Heidemarie Howell,785000,0,900,513029,1,1,North Point Real Estate,CONDO,1926,94108,san-francisco-ca/630-mason-street-apt-802-san-francisco-ca-94108-110_446219/for-sale/,Active,ACTIVE,2021-01-21 20:01:41,2021-01-21 00:00:00,785000,CA,San Francisco,94108,630 Mason St #802
971,101,2020-12-27 00:00:00,Ren Grendahl,949000,0,1190,511393,1,1,San Francisco R.E. Svcs.,CONDO,1975,94111,san-francisco-ca/152-lombard-st-apt-505-san-francisco-ca-94111-110_511393/for-sale/,Active,ACTIVE,2021-01-21 16:16:36,2020-12-27 00:00:00,949000,CA,San Francisco,94111,152 Lombard St #505
977,101,2020-07-16 00:00:00,Tasha Delancy,2490000,2465,4834,501870,3,5,Vanguard Properties,MULTI_FAMILY,1907,94103,san-francisco-ca/291-dore-st-apt-3-san-francisco-ca-94103-110_501870/for-sale/,Active,ACTIVE,2021-01-21 11:25:50,2020-07-16 00:00:00,2490000,CA,San Francisco,94103,291 Dore St #3
982,101,2020-02-10 00:00:00,Dominic Morbidelli,4500000,3436,5300,494802,4,4,"Maven Commercial, Inc.",MULTI_FAMILY,1900,94123,san-francisco-ca/1865-union-st-apt-4-san-francisco-ca-94123-110_494802/for-sale/,Active,ACTIVE,2021-01-21 11:25:39,2020-02-10 00:00:00,4500000,CA,San Francisco,94123,1865 Union St #4
985,103,2021-01-19 00:00:00,America Foy,3500000,0,1767,512433,3,2,"Real Estate, Finance, Development America Incorported",CONDO,2005,94105,san-francisco-ca/188-minna-st-27b-san-francisco-ca-94105-110_407203/for-sale/,Active,ACTIVE,2021-01-19 19:46:28,2021-01-19 00:00:00,3500000,CA,San Francisco,94105,188 Minna St #27B
986,103,2020-06-02 00:00:00,Jessie Lee,698000,0,823,499118,1,1,Compass SF,CONDO,2010,94124,san-francisco-ca/5900-3rd-st-2415-san-francisco-ca-94124/pid_qgv0oad48g/for-sale/,Active,ACTIVE,2021-01-19 19:06:16,2020-06-02 00:00:00,698000,CA,San Francisco,94124,5900 3rd St #2415
989,103,2021-01-11 00:00:00,Amanda Jones,639000,6703,822,512066,1,1,Compass,CONDO,1922,94109,san-francisco-ca/735-geary-st-201-san-francisco-ca-94109-110_372805/for-sale/,Active,ACTIVE,2021-01-19 08:16:27,2021-01-11 00:00:00,639000,CA,San Francisco,94109,735 Geary St #201
990,103,2021-01-19 00:00:00,Herman Chan,998000,0,1019,40934570,2,1,Golden Gate Sotheby's Int'l Re,CONDO,2004,94105,san-francisco-ca/199-new-montgomery-apt-601-san-francisco-ca-94105-12_40934570/for-sale/,Active,ACTIVE,2021-01-19 07:21:23,2021-01-19 00:00:00,998000,CA,San Francisco,94105,199 New Montgomery #601
991,104,2021-01-18 00:00:00,Matthew Finley,1098000,0,819,512408,1,1,Compass,CONDO,2010,94105,san-francisco-ca/425-1st-st-1707-san-francisco-ca-94105/pid_k6xyoad48g/for-sale/,Active,ACTIVE,2021-01-19 00:36:35,2021-01-18 00:00:00,1098000,CA,San Francisco,94105,425 1st St #1707
992,104,2020-12-29 00:00:00,Jeffrey Silver,1230000,0,0,511506,2,2,Coldwell Banker Realty,CONDO,2001,94108,san-francisco-ca/720-stockton-st-6-san-francisco-ca-94108/pid_z9cwoad48g/for-sale/,Active,ACTIVE,2021-01-18 08:16:18,2020-12-29 00:00:00,1230000,CA,San Francisco,94108,720 Stockton St #6
996,107,2021-01-06 00:00:00,Ali Mafi,1000000,0,915,511753,2,2,Redfin,CONDO,2005,94109,san-francisco-ca/1635-california-st-apt-24-san-francisco-ca-94109-110_485431/for-sale/,Active,ACTIVE,2021-01-15 08:26:29,2021-01-06 00:00:00,1000000,CA,San Francisco,94109,1635 California St #24
997,108,2021-01-14 00:00:00,Paul Hwang,1499000,0,947,512192,2,1,Skybox Realty,CONDO,2015,94105,san-francisco-ca/318-main-st-apt-8d-san-francisco-ca-94105-110_512192/for-sale/,Active,ACTIVE,2021-01-14 16:26:31,2021-01-14 00:00:00,1499000,CA,San Francisco,94105,318 Main St #8D
998,108,2020-12-22 00:00:00,Andrea Swetland,1850000,0,1702,511354,4,3,Vanguard Properties,CONDO,2009,94110,san-francisco-ca/2125-bryant-st-316-san-francisco-ca-94110-110_417035/for-sale/,Active,ACTIVE,2021-01-14 08:26:21,2020-12-22 00:00:00,1850000,CA,San Francisco,94110,2125 Bryant St #316
999,109,2021-01-13 00:00:00,Manjit Hundle,999888,0,1090,40933788,2,2,Better Homes and Gardens RP,CONDO,2010,94109,san-francisco-ca/238-olive-st-402-san-francisco-ca-94109-110_431240/for-sale/,Active,ACTIVE,2021-01-13 18:06:45,2021-01-13 00:00:00,999888,CA,San Francisco,94109,238 Olive St #402
1001,110,2021-01-12 00:00:00,Gwendolyn Allen,1299000,3125,2661,40934001,3,5,ATM Real Estate,SINGLE_FAMILY_HOUSE,1941,94112,san-francisco-ca/232-minerva-st-san-francisco-ca-94112/pid_oi9zoad48g/for-sale/,Active,ACTIVE,2021-01-12 22:31:38,2021-01-12 00:00:00,1299000,CA,San Francisco,94112,232 Minerva St
1002,110,2020-11-24 00:00:00,Eric Li,819000,0,909,510654,1,1,Compass,CONDO,2004,94107,san-francisco-ca/250-king-st-760-san-francisco-ca-94107-110_428592/for-sale/,Active,ACTIVE,2021-01-12 18:06:14,2020-11-24 00:00:00,819000,CA,San Francisco,94107,250 King St #760
1004,111,2020-08-23 00:00:00,Gregg Lynn,4950000,0,3535,511205,5,4,Sotheby's International Realty,CONDO,2001,94103,san-francisco-ca/765-market-st-30a-san-francisco-ca-94103/pid_r2syoad48g/for-sale/,Active,ACTIVE,2021-01-11 19:36:40,2020-08-23 00:00:00,4950000,CA,San Francisco,94103,765 Market St #30A
1005,111,2021-01-09 00:00:00,Garrett Frakes,5500000,0,1940,511958,2,3,Polaris Pacific,CONDO,2020,94123,san-francisco-ca/1515-union-st-apt-6b-san-francisco-ca-94123-110_511958/for-sale/,Active,ACTIVE,2021-01-11 18:56:35,2021-01-09 00:00:00,5500000,CA,San Francisco,94123,1515 Union St #6B
1006,111,2021-01-11 00:00:00,Joel Goodrich,2800000,0,2454,511993,4,4,Coldwell Banker Realty,CONDO,1923,94108,san-francisco-ca/850-powell-st-104-san-francisco-ca-94108-110_429722/for-sale/,Active,ACTIVE,2021-01-11 18:16:40,2021-01-11 00:00:00,2800000,CA,San Francisco,94108,850 Powell St #104
1010,114,2021-01-08 00:00:00,Daniel Langford,679000,0,708,511885,1,1,Corcoran Global Living,CONDO,1982,94102,san-francisco-ca/601-van-ness-ave-812-san-francisco-ca-94102/pid_m4twoad48g/for-sale/,Active,ACTIVE,2021-01-08 20:36:48,2021-01-08 00:00:00,679000,CA,San Francisco,94102,601 Van Ness Ave #812
1011,114,2021-01-08 00:00:00,Garrett Frakes,4995000,0,2190,511875,2,3,Polaris Pacific,CONDO,2021,94105,san-francisco-ca/280-spear-st-apt-32e-san-francisco-ca-94105-110_492903/for-sale/,Active,ACTIVE,2021-01-08 16:36:22,2021-01-08 00:00:00,4995000,CA,San Francisco,94105,280 Spear St #32E
1012,114,2020-11-19 00:00:00,Butch Haze,4350000,5112,3029,511668,2,3,Compass,SINGLE_FAMILY_HOUSE,1904,94115,san-francisco-ca/3160-jackson-st-san-francisco-ca-94115/pid_hszwoad48g/for-sale/,Active,ACTIVE,2021-01-08 08:21:26,2020-11-19 00:00:00,4350000,CA,San Francisco,94115,3160 Jackson St
1013,114,2021-01-07 22:09:13,Andrew Torosian,798000,1642,987,ML81824982,1,3,Intero Real Estate Services,SINGLE_FAMILY_HOUSE,1943,94124,san-francisco-ca/9-apollo-st-san-francisco-ca-94124/pid_ukdzoad48g/for-sale/,Active,ACTIVE,2021-01-08 06:12:31,2021-01-07 22:09:13,798000,CA,San Francisco,94124,9 Apollo St
1017,115,2021-01-06 00:00:00,Derec Lacio,1630000,0,921,511789,2,1,"Related CA Residential Sales, Inc.",CONDO,2019,94105,san-francisco-ca/488-folsom-st-apt-4003-san-francisco-ca-94105-110_511789/for-sale/,Active,ACTIVE,2021-01-08 00:36:43,2021-01-06 00:00:00,1630000,CA,San Francisco,94105,488 Folsom St #4003
1019,115,2021-01-06 00:00:00,Derec Lacio,1750000,0,987,511792,2,1,"Related CA Residential Sales, Inc.",CONDO,2019,94105,san-francisco-ca/488-folsom-st-apt-4704-san-francisco-ca-94105-110_483732/for-sale/,Active,ACTIVE,2021-01-08 00:36:39,2021-01-06 00:00:00,1750000,CA,San Francisco,94105,488 Folsom St #4704
1020,115,2021-01-06 00:00:00,Derec Lacio,2070000,0,1142,511794,2,2,"Related CA Residential Sales, Inc.",CONDO,2019,94105,san-francisco-ca/488-folsom-st-apt-4106-san-francisco-ca-94105-110_497907/for-sale/,Active,ACTIVE,2021-01-08 00:36:38,2021-01-06 00:00:00,2070000,CA,San Francisco,94105,488 Folsom St #4106
1022,117,2021-01-05 12:24:50,Evelyn Frazier,1800000,2500,2770,ML81824625,6,6,ATM Real Estate,OTHER,1900,94115,san-francisco-ca/930-934-central-ave-san-francisco-ca-94115-100_ml81824625/for-sale/,Active,ACTIVE,2021-01-05 20:27:35,2021-01-05 12:24:50,1800000,CA,San Francisco,94115,930-934 Central Ave
1023,117,2021-01-05 00:00:00,Denise E. Smith,925000,1875,1290,40933234,1,3,ROYAL REALTORS & LOAN SERVICES,SINGLE_FAMILY_HOUSE,1941,94124,san-francisco-ca/1212-hawes-san-francisco-ca-94124-12_40933234/for-sale/,Active,ACTIVE,2021-01-05 14:51:50,2021-01-05 00:00:00,925000,CA,San Francisco,94124,1212 Hawes
1025,120,2020-11-21 00:00:00,Susan Getz,549000,0,677,511596,1,1,Compass,CONDO,1982,94102,san-francisco-ca/601-van-ness-ave-230-san-francisco-ca-94102/pid_b0twoad48g/for-sale/,Active,ACTIVE,2021-01-02 18:26:32,2020-11-21 00:00:00,549000,CA,San Francisco,94102,601 Van Ness Ave #230
1026,120,2020-12-22 00:00:00,Susan Buckley,670000,0,682,511348,1,1,Coldwell Banker Realty,CONDO,1982,94102,san-francisco-ca/601-van-ness-ave-832-san-francisco-ca-94102/pid_w5twoad48g/for-sale/,Active,ACTIVE,2021-01-02 08:16:16,2020-12-22 00:00:00,670000,CA,San Francisco,94102,601 Van Ness Ave #832
1029,128,2020-12-09 00:00:00,Greg Shumsky,2000000,0,2000,510925,4,3,BarbCo,CONDO,1906,94117,san-francisco-ca/1320-masonic-ave-san-francisco-ca-94117-110_510925/for-sale/,Active,ACTIVE,2020-12-26 00:46:19,2020-12-09 00:00:00,2000000,CA,San Francisco,94117,1320 Masonic Ave
1031,132,2020-12-21 00:00:00,Pablo Cela,2750000,0,1297,511315,2,2,Skybox Realty,CONDO,2014,94105,san-francisco-ca/401-harrison-street-apt-34d-san-francisco-ca-94105-110_445043/for-sale/,Active,ACTIVE,2020-12-21 19:11:32,2020-12-21 00:00:00,2750000,CA,San Francisco,94105,401 Harrison St #34D
1034,137,2020-12-16 00:00:00,Les Fohl,2000000,2848,2660,40932151,3,4,Fohl Realty & Investments,MULTI_FAMILY,1906,94110,san-francisco-ca/52-54-alvarado-st-san-francisco-ca-94110-12_40932151/for-sale/,Active,ACTIVE,2020-12-17 01:11:30,2020-12-16 00:00:00,2000000,CA,San Francisco,94110,52-54 Alvarado St
1036,138,2020-11-16 00:00:00,Joel Goodrich,1750000,0,1083,511128,2,2,Coldwell Banker Realty,CONDO,2016,94109,san-francisco-ca/1650-broadway-apt-603-san-francisco-ca-94109-110_511128/for-sale/,Active,ACTIVE,2020-12-15 23:46:26,2020-11-16 00:00:00,1750000,CA,San Francisco,94109,1650 Broadway #603
1037,143,2020-12-10 00:00:00,Teresa Callan,3250000,2151,3400,510993,4,5,Compass,SINGLE_FAMILY_HOUSE,1874,94115,san-francisco-ca/1840-eddy-st-san-francisco-ca-94115-110_510993/for-sale/,Active,ACTIVE,2020-12-11 02:16:21,2020-12-10 00:00:00,3250000,CA,San Francisco,94115,1840 Eddy St
1038,143,2020-12-04 00:00:00,Charles Clerkley,1099000,3746,1580,510848,3,3,Intero Real Estate Services,SINGLE_FAMILY_HOUSE,1924,94124,san-francisco-ca/1276-revere-ave-san-francisco-ca-94124/pid_bu8yoad48g/for-sale/,Active,ACTIVE,2020-12-10 09:26:22,2020-12-04 00:00:00,1099000,CA,San Francisco,94124,1276 Revere Ave
1039,144,2020-12-09 06:20:19,Joraine Costales,1400000,2496,1755,ML81822737,3,4,Intero Real Estate Services,SINGLE_FAMILY_HOUSE,1925,94112,san-francisco-ca/77-santa-rosa-ave-san-francisco-ca-94112/pid_apiyoad48g/for-sale/,Active,ACTIVE,2020-12-09 14:22:31,2020-12-09 06:20:19,1400000,CA,San Francisco,94112,77 Santa Rosa Ave
1040,144,2020-12-01 00:00:00,Masoumeh Pahlbod,1199000,0,1161,510665,2,2,Engel & Voelkers San Francisco,CONDO,1990,94107,san-francisco-ca/300-3rd-st-1002-san-francisco-ca-94107/pid_avwyoad48g/for-sale/,Active,ACTIVE,2020-12-09 05:56:15,2020-12-01 00:00:00,1199000,CA,San Francisco,94107,300 3rd St #1002
1041,145,2020-11-09 00:00:00,Pat Rock,2100000,2848,2104,510294,2,4,Corcoran Global Living,SINGLE_FAMILY_HOUSE,1925,94131,san-francisco-ca/3957-cesar-chavez-st-san-francisco-ca-94131/pid_5qzzoad48g/for-sale/,Active,ACTIVE,2020-12-08 08:26:21,2020-11-09 00:00:00,2100000,CA,San Francisco,94131,3957 Cesar Chavez St
1042,146,2020-12-07 00:00:00,Garrett Frakes,1399000,0,981,510662,2,2,Polaris Pacific,CONDO,2020,94107,san-francisco-ca/2177-3rd-st-apt-602-san-francisco-ca-94107-110_510662/for-sale/,Active,ACTIVE,2020-12-07 23:06:23,2020-12-07 00:00:00,1399000,CA,San Francisco,94107,2177 3rd St #602
1043,146,2020-12-01 00:00:00,Masoumeh Pahlbod,1088000,0,1161,510664,2,2,Engel & Voelkers San Francisco,CONDO,1990,94107,san-francisco-ca/300-3rd-st-505-san-francisco-ca-94107/pid_1owyoad48g/for-sale/,Active,ACTIVE,2020-12-07 10:36:13,2020-12-01 00:00:00,1088000,CA,San Francisco,94107,300 3rd St #505
1044,148,2020-12-05 00:00:00,Brandon Yager,880000,0,1060,510742,2,1,Yager Realty of California,CONDO,1996,94105,san-francisco-ca/346-1st-st-106-san-francisco-ca-94105/pid_hawyoad48g/for-sale/,Active,ACTIVE,2020-12-05 22:26:22,2020-12-05 00:00:00,880000,CA,San Francisco,94105,346 1st St #106
1045,149,2020-10-29 00:00:00,Franck Costa,1150000,0,1204,510717,2,3,Vanguard Properties,CONDO,1963,94131,san-francisco-ca/226-27th-st-4-san-francisco-ca-94131-110_431152/for-sale/,Active,ACTIVE,2020-12-04 21:36:42,2020-10-29 00:00:00,1150000,CA,San Francisco,94131,226 27th St #4
1048,151,2019-12-18 00:00:00,Gregg Lynn,2450000,0,1421,497260,3,2,Sotheby's International Realty,CONDO,2020,94109,san-francisco-ca/2815-polk-st-apt-2-san-francisco-ca-94109-110_492042/for-sale/,Active,ACTIVE,2020-12-02 16:46:15,2019-12-18 00:00:00,2450000,CA,San Francisco,94109,2815 Polk St #2
1050,154,2020-06-15 00:00:00,Gary Snow,825000,1346,1824,510436,2,4,Compass SF,MULTI_FAMILY,1908,94103,san-francisco-ca/147-caledonia-st-apt-2-san-francisco-ca-94103-110_510436/for-sale/,Active,ACTIVE,2020-11-29 19:11:27,2020-06-15 00:00:00,825000,CA,San Francisco,94103,147 Caledonia St #2
1051,154,2020-10-01 00:00:00,Robert Belli,308053,0,662,510435,1,1,Home Quest Realty,CONDO,2008,94103,san-francisco-ca/1160-mission-st-612-san-francisco-ca-94103/pid_shsyoad48g/for-sale/,Active,ACTIVE,2020-11-29 18:21:31,2020-10-01 00:00:00,308053,CA,San Francisco,94103,1160 Mission St #612
1052,154,2020-11-29 00:00:00,Alan Morcos,1295000,0,1559,510432,2,2,Compass,CONDO,2006,94103,san-francisco-ca/10-mint-plz-3-san-francisco-ca-94103/pid_txsyoad48g/for-sale/,Active,ACTIVE,2020-11-29 16:21:22,2020-11-29 00:00:00,1295000,CA,San Francisco,94103,10 Mint Plz #3
1053,159,2020-11-23 00:00:00,Garrett Frakes,1350000,0,783,510314,1,1,Polaris Pacific,CONDO,2020,94123,san-francisco-ca/1515-union-apt-5f-san-francisco-ca-94123-110_510314/for-sale/,Active,ACTIVE,2020-11-24 19:46:39,2020-11-23 00:00:00,1350000,CA,San Francisco,94123,1515 Union #5F
1054,160,2020-11-09 00:00:00,William Kitchen,1825000,3902,1273,510272,2,2,Compass,SINGLE_FAMILY_HOUSE,1929,94114,san-francisco-ca/70-levant-st-san-francisco-ca-94114/pid_fm7xoad48g/for-sale/,Active,ACTIVE,2020-11-24 02:36:24,2020-11-09 00:00:00,1825000,CA,San Francisco,94114,70 Levant St
1055,164,2020-11-01 00:00:00,Andrea Swetland,404082,0,485,509958,1,1,Vanguard Properties,CONDO,2015,94102,san-francisco-ca/400-grove-st-apt-101-san-francisco-ca-94102-110_509958/for-sale/,Active,ACTIVE,2020-11-19 19:56:37,2020-11-01 00:00:00,404082,CA,San Francisco,94102,400 Grove St #101
1056,166,2020-10-08 00:00:00,Justin Yonker,2500000,1200,3240,507965,2,6,Trident Real Estate,MULTI_FAMILY,1906,94133,san-francisco-ca/1534-grant-ave-apt-3-san-francisco-ca-94133-110_507965/for-sale/,Active,ACTIVE,2020-11-17 23:06:39,2020-10-08 00:00:00,2500000,CA,San Francisco,94133,1534 Grant Ave #3
1057,168,2020-11-02 00:00:00,Robert Belli,325815,0,1036,509941,2,2,Home Quest Realty,CONDO,2009,94110,san-francisco-ca/601-alabama-st-101-san-francisco-ca-94110/pid_na3yoad48g/for-sale/,Active,ACTIVE,2020-11-15 17:51:17,2020-11-02 00:00:00,325815,CA,San Francisco,94110,601 Alabama St #101
1058,172,2020-11-11 00:00:00,Justin Goldberg,3250000,0,1671,509755,2,2,Compass,CONDO,1914,94105,san-francisco-ca/74-new-montgomery-st-804-san-francisco-ca-94105/pid_dftyoad48g/for-sale/,Active,ACTIVE,2020-11-11 21:41:33,2020-11-11 00:00:00,3250000,CA,San Francisco,94105,74 New Montgomery St #804
1059,173,2020-11-10 00:00:00,Thomas Cooke,1950000,0,1660,509695,2,2,Compass SF,CONDO,1961,94133,san-francisco-ca/1070-green-st-802-san-francisco-ca-94133/pid_2s9voad48g/for-sale/,Active,ACTIVE,2020-11-10 21:06:45,2020-11-10 00:00:00,1950000,CA,San Francisco,94133,1070 Green St #802
1060,173,2020-11-10 00:00:00,Guadalupe Schmitt,2575000,0,1772,508571,2,3,Casa Blanca Real Estate,CONDO,2018,94134,san-francisco-ca/1731-powell-apt-204-san-francisco-ca-94133-110_479996/for-sale/,Active,ACTIVE,2020-11-10 20:16:38,2020-11-10 00:00:00,2575000,CA,San Francisco,94134,1731 Powell #204
1062,176,2020-11-06 00:00:00,Iryna Roppo,1650000,2000,3029,40928443,2,2,HomeLink Realty,SINGLE_FAMILY_HOUSE,1955,94122,san-francisco-ca/3250-judah-st-san-francisco-ca-94122-12_40928443/for-sale/,Active,ACTIVE,2020-11-07 05:26:26,2020-11-06 00:00:00,1650000,CA,San Francisco,94122,3250 Judah St
1064,179,2020-11-04 00:00:00,Bryant Kowalczyk,995000,50667,733,509311,1,1,Marker Luxury Properties,CONDO,2009,94105,san-francisco-ca/301-mission-st-22h-san-francisco-ca-94105-110_427386/for-sale/,Active,ACTIVE,2020-11-04 23:36:23,2020-11-04 00:00:00,995000,CA,San Francisco,94105,301 Mission St #22H
