,closePrice,daysOnMovoto,id,tnImgPath,listDate,listingAgent,listPrice,lotSize,sqftTotal,mlsDbNumber,mlsNumber,bath,bed,openHouses,officeListName,photoCount,propertyType,propertyTypeDisplayName,yearBuilt,zipCode,path,status,houseRealStatus,priceChange,propertyId,visibility,soldDate,createdAt,imageDownloaderStatus,onMarketDateTime,virtualTourLink,nhsDetails,isNHS,isSold,listingByMovoto,priceRaw,isVideoTour,is3DTour,videoTourLink,mls.dateHidden,mls.id,geo.state,geo.city,geo.lat,geo.lng,geo.zipcode,geo.subPremise,geo.address,virtualLink,address,nhsBuilderName,nhsBuilderId,nhsListingType,nhsMarketName,nhsMarketId,nhsPlanName,nhsCommunityName,nhsCommunityId,longitude,latitude,activeUnderContract
0,,0,09821e54-78cd-4a5e-8dfc-59f0d8355131,https://pi.movoto.com/p/12/40948159_0_77ajuZ_p.jpeg,2021-05-02 00:00:00,Carlos Otazu,1150000,1750.0,1064.0,12,40948159,1.0,3.0,[],Bay Port Group Real Estate Inc.,1,SINGLE_FAMILY_HOUSE,Detached,1952.0,94110,san-francisco-ca/639-banks-st-san-francisco-ca-94110/pid_psjzoad48g/for-sale/,Active,ACTIVE,,7a66e4b8-6ada-4a45-b506-97cbfd4ba495,NO_RESTRICTION,,2021-05-02 23:26:22,7,2021-05-02 00:00:00,,,False,False,False,1150000,False,False,,,12,CA,San Francisco,37.735342,-122.412869,94110,,639 Banks St,,,,,,,,,,,,,
1,,0,6a0b5b46-9b5d-4e29-9ae5-5d6d1b87907a,https://pi.movoto.com/p/100/ML81841885_0_qIJI7m_p.jpeg,2021-05-02 13:45:06,Robert Pedro,1850000,2500.0,2592.0,100,ML81841885,4.0,5.0,[],Signature Realty & Mortgage,45,SINGLE_FAMILY_HOUSE,Single Family,1906.0,94110,san-francisco-ca/459-461-potrero-ave-san-francisco-ca-94110-100_ml81840168/for-sale/,Active,ACTIVE,,fc711eff-8bae-4f29-8bcb-8fd0bb288482,NO_RESTRICTION,,2021-05-02 20:47:28,7,2021-05-02 13:45:06,Http://www.459-461Potrero.com/?mls,,False,False,False,1850000,False,True,,,100,CA,San Francisco,0.0,0.0,94110,,459 461 Potrero Ave,Http://www.459-461Potrero.com/?mls,,,,,,,,,,,,
2,,0,7b860ca9-3a1c-4cb6-b1ec-4bd608de7a51,https://pi.movoto.com/p/110/421543165_0_yJqMbu_p.jpeg,2021-03-04 00:00:00,Stacey Caen,12800000,18905.0,0.0,110,421543165,7.0,5.0,[],Sotheby's International Realty,38,SINGLE_FAMILY_HOUSE,Residential - Single Family,1870.0,94115,san-francisco-ca/1901-scott-st-san-francisco-ca-94115/pid_cw0woad48g/for-sale/,Active,ACTIVE,,05fbb19c-18dc-4e9b-863c-0fba92ed65ea,NO_RESTRICTION,,2021-05-02 19:16:16,7,2021-03-04 00:00:00,Https://caenlucier.com/1901,,False,False,False,12800000,False,True,,,110,CA,San Francisco,37.787707,-122.438983,94115,,1901 Scott St,Https://caenlucier.com/1901,,,,,,,,,,,,
3,,0,c5829e43-7366-4119-901a-5cb4a45fdc44,https://pi.movoto.com/p/110/421540137_0_UbQ6mI_p.jpeg,2020-08-19 00:00:00,Gregory Polchow,2495000,1263.0,3029.0,110,421540137,,4.0,[],Sotheby's International Realty Inc,25,MULTI_FAMILY,Multi Family,1927.0,94133,san-francisco-ca/20-darrell-pl-apt-2-san-francisco-ca-94133-110_421540137/for-sale/,Active,ACTIVE,,11164eea-435a-46a0-b129-870c9bff58b3,NO_RESTRICTION,,2021-05-02 18:36:22,7,2020-08-19 00:00:00,,,False,False,False,2495000,False,False,,,110,CA,San Francisco,37.802322,-122.404229,94133,APT 2,20 Darrell Pl #2,,,,,,,,,,,,,
4,,0,7bd576cf-5013-4570-85b1-84897472c597,https://pi.movoto.com/p/110/421534716_0_JBBuqu_p.jpeg,2021-04-12 00:00:00,Kevin Ho,699000,0.0,0.0,110,421534716,1.0,1.0,[],Vanguard Properties,28,CONDO,Condominium,1965.0,94107,san-francisco-ca/875-vermont-st-204-san-francisco-ca-94107-110_409661/for-sale/,Active,ACTIVE,,30d96c92-03c3-4ffd-ab45-8e6704fd9a62,NO_RESTRICTION,,2021-05-02 07:21:14,7,2021-04-12 00:00:00,Https://my.matterport.com/show/?m=WnfNdShWo4L,,False,False,False,699000,False,True,,,110,CA,San Francisco,37.758575,-122.403605,94107,APT 204,875 Vermont St #204,Https://my.matterport.com/show/?m=WnfNdShWo4L,,,,,,,,,,,,
5,,0,5c38981a-2cf5-440b-8e7a-dedb15c52770,https://pi.movoto.com/p/110/421541582_0_ZUfuBZ_p.jpeg,2021-04-22 00:00:00,Amanda Jones,3800000,2187.0,2735.0,110,421541582,3.0,3.0,[],Compass,54,CONDO,Condominium,2019.0,94123,san-francisco-ca/2922-franklin-st-san-francisco-ca-94123-110_502558/for-sale/,Active,ACTIVE,,8139a2f8-7f2c-414a-ab31-30c72153085f,NO_RESTRICTION,,2021-05-02 07:21:14,7,2021-04-22 00:00:00,,,False,False,False,3800000,False,False,,,110,CA,San Francisco,37.801537,-122.425995,94123,,2922 Franklin St,,,,,,,,,,,,,
6,,0,bc36bfb1-d1ad-428d-a2f1-442bcf046344,https://pi.movoto.com/p/100/ML81841848_0_zRqEvj_p.jpeg,2021-05-01 20:55:34,Monica Covington,625000,,676.0,100,ML81841848,1.0,1.0,[],Intero Real Estate Services,21,CONDO,Condominium,1982.0,94102,san-francisco-ca/601-van-ness-ave-apt-802-san-francisco-ca-94102-12_40578764/for-sale/,Active,ACTIVE,,327d4340-92b0-4209-8361-c9d9c6628dbc,NO_RESTRICTION,,2021-05-02 04:02:28,7,2021-05-01 20:55:34,Https://my.matterport.com/show/?m=XrheC74K76B&brand=0,,False,False,False,625000,False,True,,,100,CA,San Francisco,37.781117,-122.421331,94102,APT 802,601 Van Ness Ave #802,Https://my.matterport.com/show/?m=XrheC74K76B&brand=0,,,,,,,,,,,,
7,,0,e07fb537-e954-4ca5-908b-4a276621edd9,https://pi.movoto.com/p/110/421544595_0_F62yVM_p.jpeg,2021-05-01 00:00:00,Deborah Nguyen,1395000,3371.0,1868.0,110,421544595,2.0,3.0,[],Compass,62,SINGLE_FAMILY_HOUSE,Residential - Single Family,1956.0,94131,san-francisco-ca/187-skyview-way-san-francisco-ca-94131/pid_tmbyoad48g/for-sale/,Active,ACTIVE,,1ce3dae6-4d9a-4ea5-b8f2-000430b732ab,NO_RESTRICTION,,2021-05-02 04:01:19,7,2021-05-01 00:00:00,,,False,False,False,1395000,False,False,,,110,CA,San Francisco,37.753402,-122.449886,94131,,187 Skyview Way,,,,,,,,,,,,,
8,,1,98a58dab-813f-43e7-903e-04ce47ccef50,https://pi.movoto.com/p/110/421544577_0_AvFYfn_p.jpeg,2021-05-01 00:00:00,Jack Burrows,2395000,2500.0,5150.0,110,421544577,6.0,6.0,[],Vanguard Properties,5,MULTI_FAMILY,Multi Family,,94114,san-francisco-ca/254-roosevelt-way-apt-3-san-francisco-ca-94114-110_513006/for-sale/,Active,ACTIVE,,572a9336-6870-4c84-b8cf-212db8943613,NO_RESTRICTION,,2021-05-01 23:26:13,7,2021-05-01 00:00:00,,,False,False,False,2395000,False,False,,,110,CA,San Francisco,37.766044,-122.440677,94114,APT 3,254 Roosevelt Way #3,,,,,,,,,,,,,
9,,1,3d592eb2-5d73-4a9d-abe6-5cfb51e84d91,https://pi.movoto.com/p/110/421543168_0_UQezNa_p.jpeg,2021-04-29 00:00:00,Eva Stoyanov,1899000,2375.0,2533.0,110,421543168,3.0,3.0,[],Compass SF,56,SINGLE_FAMILY_HOUSE,Residential - Single Family,1913.0,94122,san-francisco-ca/1286-26th-ave-san-francisco-ca-94122/pid_b3kxoad48g/for-sale/,Active,ACTIVE,,3e72b042-bd42-491c-8bb0-877f2040bfff,NO_RESTRICTION,,2021-05-01 21:26:13,7,2021-04-29 00:00:00,Https://my.matterport.com/show/?m=YMUfUNBeaSm&mls=1,,False,False,False,1899000,False,True,,,110,CA,San Francisco,37.763525,-122.484426,94122,,1286 26th Ave,Https://my.matterport.com/show/?m=YMUfUNBeaSm&mls=1,,,,,,,,,,,,
10,,1,0116b405-b01e-4f6b-b086-907939bd0c66,https://pi.movoto.com/p/110/421543567_0_YRUIuM_p.jpeg,2021-03-26 00:00:00,Farah Abed,1395000,1920.0,2394.0,110,421543567,1.0,3.0,[],Vanguard Properties,16,MULTI_FAMILY,Multi Family,1907.0,94110,san-francisco-ca/1270-hampshire-st-apt-3-san-francisco-ca-94110-110_421543567/for-sale/,Active,ACTIVE,,1a6b71ef-5cc3-4b00-ac86-34eaf32569b8,NO_RESTRICTION,,2021-05-01 20:46:28,7,2021-03-26 00:00:00,,,False,False,False,1395000,False,False,,,110,CA,San Francisco,37.751876,-122.407471,94110,APT 3,1270 Hampshire St #3,,,,,,,,,,,,,
11,,1,9f63c390-d58c-4fda-b1a8-ae1d8e1c18a2,https://pi.movoto.com/p/110/421544549_0_JQeU76_p.jpeg,2021-05-01 00:00:00,Ksenia Jury,949000,38571.0,722.0,110,421544549,1.0,1.0,[],Skybox Realty,24,CONDO,Condominium,2004.0,94105,san-francisco-ca/355-1st-st-s2103-san-francisco-ca-94105/pid_b5vyoad48g/for-sale/,Active,ACTIVE,,02a31e76-15a8-46f3-ad79-e40aab031559,NO_RESTRICTION,,2021-05-01 20:41:31,7,2021-05-01 00:00:00,,,False,False,False,949000,False,False,,,110,CA,San Francisco,37.78688,-122.393488,94105,APT S2103,355 1st St #S2103,,,,,,,,,,,,,
12,,1,34be5306-b9e9-4c06-a025-ecb078d2f112,https://pi.movoto.com/p/100/ML81841824_0_Z2aF6r_p.jpeg,2021-05-01 13:24:18,Maria Freedland,800000,,926.0,100,ML81841824,1.0,1.0,[],A & M Realty,10,CONDO,Condominium,1890.0,94107,san-francisco-ca/540-delancey-st-102-san-francisco-ca-94107/pid_quyyoad48g/for-sale/,Active,ACTIVE,,cbbbf762-b9d7-4113-b6c2-445e5fcd268f,NO_RESTRICTION,,2021-05-01 20:27:32,7,2021-05-01 13:24:18,,,False,False,False,800000,False,False,,,100,CA,San Francisco,37.784409,-122.391188,94107,APT 102,540 Delancey St #102,,,,,,,,,,,,,
13,,1,75621db2-1099-4857-97c9-97c6aca7464a,https://pi.movoto.com/p/110/421543028_0_uRb2bv_p.jpeg,2021-04-30 00:00:00,Tim Hawko,718000,15336.0,1474.0,110,421543028,2.0,3.0,[],Park North Real Estate,41,CONDO,Condominium,1975.0,94132,san-francisco-ca/109-s-lake-merced-hls-2b-san-francisco-ca-94132/pid_ese0oad48g/for-sale/,Active,ACTIVE,,b29decf1-010a-4e42-a0d6-4272e33d3441,NO_RESTRICTION,,2021-05-01 19:11:29,7,2021-04-30 00:00:00,Https://my.matterport.com/show/?m=v75qsKo2jWx&brand=0,,False,False,False,718000,False,True,,,110,CA,San Francisco,37.710058,-122.483627,94132,APT 2B,109 S Lake Merced Hls #2B,Https://my.matterport.com/show/?m=v75qsKo2jWx&brand=0,,,,,,,,,,,,
14,,1,ee16db60-36fc-4c2b-94fe-b6c78c290232,https://pi.movoto.com/p/110/421543906_0_7bF2Q7_p.jpeg,2021-05-01 00:00:00,Fang Liu,4498800,2027.0,3645.0,110,421543906,5.0,4.0,[],Century 21 Realty Alliance Fine Homes and Estates,19,SINGLE_FAMILY_HOUSE,Residential - Single Family,2014.0,94131,san-francisco-ca/1710-diamond-st-san-francisco-ca-94131-110_420964/for-sale/,Active,ACTIVE,,fc451ecf-9d3e-4077-b9de-227df72628ff,NO_RESTRICTION,,2021-05-01 18:36:26,7,2021-05-01 00:00:00,https://my.matterport.com/show/?m=KEZLjV6nhb4&brand=0,,False,False,False,4498800,False,True,,,110,CA,San Francisco,37.743847,-122.435818,94131,,1710 Diamond St,https://my.matterport.com/show/?m=KEZLjV6nhb4&brand=0,,,,,,,,,,,,
15,,1,035b1878-30d2-4f4d-b7f0-12572b7e8b43,https://pi.movoto.com/p/110/421542530_0_AnERNz_p.jpeg,2021-03-01 00:00:00,Betsy Linder,2300000,6428.0,1850.0,110,421542530,2.0,2.0,[],Compass,32,CONDO,Condominium,1913.0,94118,san-francisco-ca/3233-jackson-st-3-san-francisco-ca-94118/pid_yuzwoad48g/for-sale/,Active,ACTIVE,,db767b61-286c-4169-8525-b9f3de562741,NO_RESTRICTION,,2021-05-01 17:56:31,7,2021-03-01 00:00:00,Http://www.3233jacksonstreet.com,,False,False,False,2300000,False,True,,,110,CA,San Francisco,37.790476,-122.448068,94118,APT 3,3233 Jackson St #3,Http://www.3233jacksonstreet.com,,,,,,,,,,,,
16,,1,f240094f-a3e2-4ec2-99ba-311f27dc53d4,https://pi.movoto.com/p/100/ML81841792_0_jByv6i_p.jpeg,2021-05-01 09:28:28,James Enes,1389000,2474.0,1267.0,100,ML81841792,2.0,2.0,[],Redfin,29,CONDO,Condominium,2012.0,94110,san-francisco-ca/1268-dolores-st-apt-1268-san-francisco-ca-94110-100_ml81841792/for-sale/,Active,ACTIVE,,b3a89d97-2733-4d79-ba7b-56066a9c01fa,NO_RESTRICTION,,2021-05-01 16:32:29,7,2021-05-01 09:28:28,,,False,False,False,1389000,False,False,,,100,CA,San Francisco,37.749096,-122.425208,94110,APT 1268,1268 Dolores St #1268,,,,,,,,,,,,,
17,,1,d199c8f2-d590-4cef-ad88-1cd268a30cdc,https://pi.movoto.com/p/110/421544323_0_MVry6Y_p.jpeg,2021-04-17 00:00:00,Joanna Rose,849000,15336.0,1247.0,110,421544323,2.0,2.0,[],Redfin,56,CONDO,Condominium,1975.0,94132,san-francisco-ca/109-s-lake-merced-hls-3c-san-francisco-ca-94132/pid_sse0oad48g/for-sale/,Active,ACTIVE,,170ccda6-ad3b-4e34-8759-82520ceb7476,NO_RESTRICTION,,2021-05-01 15:31:30,7,2021-04-17 00:00:00,Https://my.matterport.com/show/?m=rbNgKv5kJ9d,,False,False,False,849000,False,True,,,110,CA,San Francisco,37.710058,-122.483627,94132,APT 3C,109 S Lake Merced Hls #3C,Https://my.matterport.com/show/?m=rbNgKv5kJ9d,,,,,,,,,,,,
18,,1,664795bd-a00c-463b-984f-e90a5cab076f,https://pi.movoto.com/p/110/421544423_0_jmrEUM_p.jpeg,2021-05-01 00:00:00,Brandon Chen,995000,2006.0,1394.0,110,421544423,2.0,3.0,[],Compass,39,SINGLE_FAMILY_HOUSE,Residential - Single Family,1999.0,94124,san-francisco-ca/89-bitting-ave-san-francisco-ca-94124-100_80518117/for-sale/,Active,ACTIVE,,fe85e5d9-40cb-4ce0-a6a3-15806a85517f,NO_RESTRICTION,,2021-05-01 15:26:15,7,2021-05-01 00:00:00,Https://my.matterport.com/show/?m=6fh8Vdax9NK,,False,False,False,995000,False,True,,,110,CA,San Francisco,37.727017,-122.398922,94124,,89 Bitting Ave,Https://my.matterport.com/show/?m=6fh8Vdax9NK,,,,,,,,,,,,
19,,1,8ca5cdf9-c442-480c-a5fe-282b1c502e7c,https://pi.movoto.com/p/100/ML81841783_0_yYAmI7_p.jpeg,2021-05-01 08:19:43,Lin Storer,1180000,,1113.0,100,ML81841783,2.0,2.0,[],Compass,39,CONDO,Condominium,2014.0,94103,san-francisco-ca/1515-15th-st-apt-305-san-francisco-ca-94103-100_ml81771741/for-sale/,Active,ACTIVE,,777b44b9-a116-4e94-af2e-8b3200ac252e,NO_RESTRICTION,,2021-05-01 15:22:26,7,2021-05-01 08:19:43,Https://151515thStreetUnit30539099mls.f8re.com/,,False,False,False,1180000,False,True,,,100,CA,San Francisco,37.766598,-122.41815,94103,APT 305,1515 15th St #305,Https://151515thStreetUnit30539099mls.f8re.com/,,,,,,,,,,,,
20,,1,cefdc3aa-a48c-498a-971d-eeebfb31acbb,https://pi.movoto.com/p/101/421544337_0_qnbFmy_p.jpeg,2021-04-30 00:00:00,Rick Avery,2250000,3000.0,2311.0,101,421544337,3.0,4.0,[],Compass,48,SINGLE_FAMILY_HOUSE,Residential - Single Family,1906.0,94121,san-francisco-ca/319-22nd-ave-san-francisco-ca-94121/pid_nicxoad48g/for-sale/,Active,ACTIVE,,79701fe6-7d1d-43f0-9964-1801efa6734a,NO_RESTRICTION,,2021-05-01 14:53:19,7,2021-04-30 00:00:00,Https://vimeo.com/543004321,,False,False,False,2250000,False,True,,,101,CA,San Francisco,37.781748,-122.481916,94121,,319 22nd Ave,Https://vimeo.com/543004321,,,,,,,,,,,,
21,,1,af400281-81e0-4ae9-9756-8e61f5a6490d,https://pi.movoto.com/p/110/421544431_0_Qa32jU_p.jpeg,2021-03-31 00:00:00,Pamela Culp,1095000,6851.0,1125.0,110,421544431,1.0,2.0,[],Compass,30,CONDO,Condominium,1905.0,94115,san-francisco-ca/2919-pacific-ave-2-san-francisco-ca-94115/pid_lxzwoad48g/for-sale/,Active,ACTIVE,,9e4902f4-9698-4d27-97e0-30f521c70bdc,NO_RESTRICTION,,2021-05-01 07:36:09,7,2021-03-31 00:00:00,,,False,False,False,1095000,False,False,,,110,CA,San Francisco,37.792111,-122.443489,94115,APT 2,2919 Pacific Ave #2,,,,,,,,,,,,,
22,,1,39e25a9c-f14e-4ae5-bac0-41df919de848,https://pi.movoto.com/p/110/421540757_0_EMF37b_p.jpeg,2021-04-21 00:00:00,Komendi Kosasih,1050000,63237.0,981.0,110,421540757,2.0,2.0,[],Ground Matrix,5,CONDO,Condominium,2006.0,94107,san-francisco-ca/555-4th-st-703-san-francisco-ca-94107/pid_5lzyoad48g/for-sale/,Active,ACTIVE,,61402bbc-aa4c-45d9-bc65-02d407277240,NO_RESTRICTION,,2021-05-01 07:21:19,7,2021-04-21 00:00:00,,,False,False,False,1050000,False,False,,,110,CA,San Francisco,37.779454,-122.396676,94107,APT 703,555 4th St #703,,,,,,,,,,,,,
23,,1,ea842b04-2a3c-41e5-96dc-a26d94e1cf52,https://pi.movoto.com/p/110/421540035_0_EufnvM_p.jpeg,2021-03-04 00:00:00,Pier Charter,1965000,2500.0,0.0,110,421540035,2.0,4.0,[],Park North Real Estate,55,SINGLE_FAMILY_HOUSE,Residential - Single Family,1908.0,94122,san-francisco-ca/1244-16th-ave-san-francisco-ca-94122/pid_s0lxoad48g/for-sale/,Active,ACTIVE,,7d9050b8-59f0-41a8-8cd2-9c4f5aab58fd,NO_RESTRICTION,,2021-05-01 07:21:18,7,2021-03-04 00:00:00,Https://www.1244on16thAvenue.com/mls,,False,False,False,1965000,False,True,,,110,CA,San Francisco,37.764757,-122.47378,94122,,1244 16th Ave,Https://www.1244on16thAvenue.com/mls,,,,,,,,,,,,
24,,1,4abaadf2-b656-410f-b7e7-fd59294ed9bd,https://pi.movoto.com/p/110/497836_0_YqJyiy_p.jpeg,2020-02-19 00:00:00,Joe Moore,1550000,0.0,2675.0,110,497836,2.0,2.0,[],Sotheby's International Realty,34,CONDO,Condominium,1998.0,94103,san-francisco-ca/719-clementina-st-1-san-francisco-ca-94103/pid_6fuyoad48g/for-sale/,Active,ACTIVE,,44f657ef-ca0d-4b09-9b69-096b9d9b8efb,NO_RESTRICTION,,2021-05-01 02:46:25,7,2020-02-19 00:00:00,,,False,False,False,1550000,False,False,,,110,CA,San Francisco,37.774996,-122.410826,94103,APT 1,719 Clementina St #1,,,,,,,,,,,,,
25,,2,5df65edc-7e29-4054-9ea4-6dcb678ee9a6,https://pi.movoto.com/p/110/421544111_0_byebvb_p.jpeg,2021-04-29 00:00:00,Janice Lee,949500,5425.0,1314.0,110,421544111,2.0,2.0,[],Coldwell Banker Realty,44,CONDO,Townhouse,2014.0,94124,san-francisco-ca/4132-3rd-st-5-san-francisco-ca-94124-110_429313/for-sale/,Active,ACTIVE,,2f6fafcd-3990-46a2-8674-acaf696c086a,NO_RESTRICTION,,2021-05-01 02:41:17,7,2021-04-29 00:00:00,,,False,False,False,949500,False,False,,,110,CA,San Francisco,37.73988,-122.389129,94124,APT 5,4132 3rd St #5,,,,,,,,,,,,,
26,,2,f5dcec7f-ccf9-43be-b4f0-e69d56e1b133,https://pi.movoto.com/p/100/ML81841733_0_62UfyQ_p.jpeg,2021-04-30 19:33:29,Patrick Lam,1595000,3219.0,2092.0,100,ML81841733,2.0,4.0,[],Century 21 Real Estate Alliance,80,SINGLE_FAMILY_HOUSE,Single Family,1951.0,94132,san-francisco-ca/140-everglade-dr-san-francisco-ca-94132/pid_80d0oad48g/for-sale/,Active,ACTIVE,,a0d7fe9d-d2ac-4b30-90c4-e7baf1f28bdd,NO_RESTRICTION,,2021-05-01 02:37:28,7,2021-04-30 19:33:29,,,False,False,False,1595000,False,False,,,100,CA,San Francisco,37.731628,-122.488671,94132,,140 Everglade Dr,,,,,,,,,,,,,
27,,2,71dabe8d-cf35-45f1-ab09-deaaf28a94a7,https://pi.movoto.com/p/100/ML81841716_0_UiMVr2_p.jpeg,2021-04-30 18:08:38,Patrick Lam,899000,1690.0,1121.0,100,ML81841716,1.0,3.0,[],Century 21 Real Estate Alliance,53,SINGLE_FAMILY_HOUSE,Single Family,1951.0,94132,san-francisco-ca/114-shields-st-san-francisco-ca-94132/pid_ab7zoad48g/for-sale/,Active,ACTIVE,,09330a73-5ee5-4836-94f4-e7f5920562de,NO_RESTRICTION,,2021-05-01 01:27:33,7,2021-04-30 18:08:38,,,False,False,False,899000,False,False,,,100,CA,San Francisco,37.718089,-122.463874,94132,,114 Shields St,,,,,,,,,,,,,
28,,2,31fba629-0394-425a-a4b2-cd449b1c5bf1,https://pi.movoto.com/p/110/421544291_0_yqqNMq_p.jpeg,2021-04-30 00:00:00,Todd Wiley,2500000,0.0,0.0,110,421544291,1.0,3.0,[],Compass,37,CONDO,Condo/Coop/TIC/Loft,1910.0,94114,san-francisco-ca/210-dorland-st-san-francisco-ca-94114-110_421544291/for-sale/,Active,ACTIVE,,f8292c9a-1fee-40c5-82ba-3fe43462ab7f,NO_RESTRICTION,,2021-05-01 00:06:20,7,2021-04-30 00:00:00,Https://my.matterport.com/show/?brand=0&m=hgR3WK3dnt9,,False,False,False,2500000,False,True,,,110,CA,San Francisco,37.762178,-122.428963,94114,,210 Dorland St,Https://my.matterport.com/show/?brand=0&m=hgR3WK3dnt9,,,,,,,,,,,,
29,,2,ccfb18e2-6b63-496c-8b9a-dd628829d915,https://pi.movoto.com/p/110/421542271_0_u2ir2a_p.jpeg,2021-04-29 00:00:00,Natalie Kitchen,1495000,6676.0,1520.0,110,421542271,2.0,3.0,[],Compass,45,CONDO,Condominium,2003.0,94117,san-francisco-ca/420-stanyan-st-8-san-francisco-ca-94117/pid_d84woad48g/for-sale/,Active,ACTIVE,,a5eed3bf-196d-4fdb-a416-7a414e8f35b7,NO_RESTRICTION,,2021-04-30 22:36:40,7,2021-04-29 00:00:00,Https://www.420stanyan8.com/,,False,False,False,1495000,False,True,,,110,CA,San Francisco,37.774434,-122.454276,94117,APT 8,420 Stanyan St #8,Https://www.420stanyan8.com/,,,,,,,,,,,,
30,,2,824a4ab7-db02-4cb8-90b0-35fb966ea646,https://pi.movoto.com/p/110/421544217_0_Z6EFam_p.jpeg,2021-04-30 00:00:00,Todd Wiley,2000000,6333.0,0.0,110,421544217,2.0,2.0,[],Compass,46,CONDO,Condo/Coop/TIC/Loft,1910.0,94114,san-francisco-ca/208-dorland-st-san-francisco-ca-94114-110_421544217/for-sale/,Active,ACTIVE,,083d6635-c136-4840-80a8-8b3542120c2d,NO_RESTRICTION,,2021-04-30 22:31:34,7,2021-04-30 00:00:00,Https://my.matterport.com/show/?brand=0&m=hgR3WK3dnt9,,False,False,False,2000000,False,True,,,110,CA,San Francisco,37.762166,-122.429078,94114,,208 Dorland St,Https://my.matterport.com/show/?brand=0&m=hgR3WK3dnt9,,,,,,,,,,,,
31,,2,62233df7-e416-4dbc-89e7-0701ccbc9718,https://pi.movoto.com/p/110/421544219_0_qJRrY7_p.jpeg,2021-04-30 00:00:00,Jonathan Britton,2250000,3000.0,3384.0,110,421544219,3.0,6.0,[],"Britton & Company, W.J.",39,MULTI_FAMILY,Multi Family,1961.0,94122,san-francisco-ca/1380-la-playa-st-apt-4-san-francisco-ca-94122-110_421544219/for-sale/,Active,ACTIVE,,2ad622e3-95aa-409a-b6c5-108f1d27d36d,NO_RESTRICTION,,2021-04-30 22:16:42,7,2021-04-30 00:00:00,Http://1380laplaya.com/,,False,False,False,2250000,False,True,,,110,CA,San Francisco,37.760711,-122.50893,94122,APT 4,1380 La Playa St #4,Http://1380laplaya.com/,,,,,,,,,,,,
32,,2,1c61d729-34a1-4c89-bfbb-76ee22e51932,https://pi.movoto.com/p/110/421544194_0_vuUNqq_p.jpeg,2021-01-20 00:00:00,Michael Murphy,1698000,11987.0,1776.0,110,421544194,3.0,3.0,[],Compass SF,47,CONDO,Condominium,1984.0,94133,san-francisco-ca/950-columbus-ave-17-san-francisco-ca-94133-100_81302098/for-sale/,Active,ACTIVE,,bf4aabbf-5547-4dc6-93fa-abed4223e34a,NO_RESTRICTION,,2021-04-30 22:16:42,7,2021-01-20 00:00:00,,,False,False,False,1698000,False,False,,,110,CA,San Francisco,37.80328,-122.414185,94133,APT 17,950 Columbus Ave #17,,,,,,,,,,,,,
33,,2,f60d9f2c-2062-4ae0-a3f1-6ac20cdc3e20,https://pi.movoto.com/p/110/421542434_0_UAMbyJ_p.jpeg,2021-02-24 00:00:00,Tania Toubba,5495000,6320.0,5945.0,110,421542434,2.5,9.0,[],Sotheby's International Realty,40,MULTI_FAMILY,Multi Family,1915.0,94109,san-francisco-ca/1136-union-st-apt-4-san-francisco-ca-94109-110_421542434/for-sale/,Active,ACTIVE,,44c191d8-e9ed-4814-9f67-8a71be764777,NO_RESTRICTION,,2021-04-30 21:16:37,7,2021-02-24 00:00:00,Http://talesofrussianhill.com,,False,False,False,5495000,False,True,,,110,CA,San Francisco,37.79957,-122.418137,94109,APT 4,1136 Union St #4,Http://talesofrussianhill.com,,,,,,,,,,,,
34,,2,d7aeeef0-fdb3-44b4-8196-510608d11123,https://pi.movoto.com/p/110/421544066_0_IIueNn_p.jpeg,2021-04-30 00:00:00,Marsha Williams,980000,25662.0,746.0,110,421544066,1.0,1.0,[],Corcoran Global Living,29,CONDO,Condominium,2014.0,94109,san-francisco-ca/1788-clay-st-205-san-francisco-ca-94109-110_410371/for-sale/,Active,ACTIVE,,d416ae5e-e47e-4cf3-8b32-6abc691eeb0b,NO_RESTRICTION,,2021-04-30 19:51:46,7,2021-04-30 00:00:00,,,False,False,False,980000,False,False,,,110,CA,San Francisco,37.792499,-122.422235,94109,APT 205,1788 Clay St #205,,,,,,,,,,,,,
35,,2,86b3dd6b-966d-4dc3-88d5-74a6cce0225d,https://pi.movoto.com/p/12/40947915_0_ni3NEY_p.jpeg,2021-04-30 00:00:00,John P Lee,1650000,2700.0,2178.0,12,40947915,3.0,4.0,[],"MRL Group, Inc.",26,SINGLE_FAMILY_HOUSE,Detached,1998.0,94112,san-francisco-ca/850-brunswick-street-c-san-francisco-ca-94112-100_ml81586302/for-sale/,Active,ACTIVE,,fd5824f8-bc09-4c9a-b077-fbf07ade9aa3,NO_RESTRICTION,,2021-04-30 19:31:48,7,2021-04-30 00:00:00,,,False,False,False,1650000,False,False,,,12,CA,San Francisco,0.0,0.0,94112,# -c,850 Brunswick St # -c,,,,,,,,,,,,,
